Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
"Stress fracture, unspecified shoulder",dischromic_patches,chest_pain,muscle_wasting,palpitations,,,,,,,,,,,,,
Unspecified intracapsular fracture of left femur,weight_gain,phlegm,bruising,coma,,,,,,,,,,,,,
Contusion of right little finger with damage to nail,distention_of_abdomen,pus_filled_pimples,continuous_feel_of_urine,headache,weakness_of_one_body_side,history_of_alcohol_consumption,irregular_sugar_level,,,,,,,,,,
Other fracture of left ilium,mild_fever,loss_of_balance,prognosis,vomiting,constipation,nodal_skin_eruptions,,,,,,,,,,,
"Toxic effect of other ingested (parts of) plant(s), intentional self-harm",skin_peeling,coma,blister,itching,unsteadiness,polyuria,,,,,,,,,,,
"Unspecified open wound of abdominal wall, right upper quadrant with penetration into peritoneal cavity",swelled_lymph_nodes,nausea,stomach_pain,back_pain,,,,,,,,,,,,,
Displaced supracondylar fracture without intracondylar extension of lower end of right femur,inflammatory_nails,passage_of_gases,stiff_neck,diarrhoea,pus_filled_pimples,nausea,congestion,,,,,,,,,,
Other somatoform disorders,acidity,runny_nose,mood_swings,coma,,,,,,,,,,,,,
Nondisplaced fracture of intermediate cuneiform of left foot,redness_of_eyes,blister,cold_hands_and_feets,spotting_urination,silver_like_dusting,anxiety,,,,,,,,,,,
"Displaced fracture of pisiform, left wrist",lack_of_concentration,enlarged_thyroid,headache,high_fever,rusty_sputum,throat_irritation,yellowing_of_eyes,,,,,,,,,,
"Corrosion of first degree of left hand, unspecified site",shivering,red_sore_around_nose,family_history,cold_hands_and_feets,,,,,,,,,,,,,
Family history of primary malignant neoplasm,shivering,history_of_alcohol_consumption,yellow_urine,coma,cough,itching,,,,,,,,,,,
Abrasion of right middle finger,sweating,vomiting,ulcers_on_tongue,mucoid_sputum,,,,,,,,,,,,,
Other intraoperative and postprocedural complications of the spleen,receiving_unsterile_injections,swollen_blood_vessels,yellowish_skin,swollen_legs,yellowing_of_eyes,,,,,,,,,,,,
Laceration of rectum,blackheads,brittle_nails,shivering,belly_pain,dizziness,,,,,,,,,,,,
Occupant of animal-drawn vehicle injured in collision with pedal cycle,swollen_blood_vessels,cramps,watering_from_eyes,yellowish_skin,vomiting,,,,,,,,,,,,
Wedge compression fracture of third lumbar vertebra,dizziness,belly_pain,watering_from_eyes,swollen_extremeties,knee_pain,,,,,,,,,,,,
"Trigger finger, ring finger",swollen_legs,coma,toxic_look_(typhos),receiving_unsterile_injections,pain_behind_the_eyes,nodal_skin_eruptions,weakness_of_one_body_side,,,,,,,,,,
Type 2 diabetes mellitus with other specified complication,rusty_sputum,dark_urine,back_pain,sunken_eyes,,,,,,,,,,,,,
Unstable burst fracture of unspecified thoracic vertebra,distention_of_abdomen,mild_fever,indigestion,movement_stiffness,acute_liver_failure,shivering,weight_gain,,,,,,,,,,
Diffuse traumatic brain injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving,weakness_of_one_body_side,prominent_veins_on_calf,muscle_weakness,fast_heart_rate,toxic_look_(typhos),depression,,,,,,,,,,,
Congenital absence of ovary,stomach_pain,bloody_stool,receiving_blood_transfusion,swollen_extremeties,,,,,,,,,,,,,
"Strain of adductor muscle, fascia and tendon of right thigh",dark_urine,blackheads,weakness_in_limbs,blister,watering_from_eyes,,,,,,,,,,,,
"Strain of other extensor muscle, fascia and tendon at forearm level, unspecified arm",bloody_stool,painful_walking,hip_joint_pain,back_pain,redness_of_eyes,joint_pain,neck_pain,,,,,,,,,,
Paratyphoid fever C,cramps,loss_of_smell,redness_of_eyes,history_of_alcohol_consumption,blurred_and_distorted_vision,,,,,,,,,,,,
Postthrombotic syndrome with other complications,skin_peeling,blood_in_sputum,swelling_of_stomach,pus_filled_pimples,mood_swings,,,,,,,,,,,,
Anaphylactic reaction due to food additives,receiving_blood_transfusion,yellowish_skin,visual_disturbances,indigestion,small_dents_in_nails,,,,,,,,,,,,
"Injury of blood vessels of head, not elsewhere classified",drying_and_tingling_lips,yellowish_skin,constipation,inflammatory_nails,nausea,,,,,,,,,,,,
Traumatic shock,swollen_legs,bladder_discomfort,rusty_sputum,vomiting,throat_irritation,,,,,,,,,,,,
Other ice-skates accident,continuous_feel_of_urine,increased_appetite,acidity,restlessness,cold_hands_and_feets,muscle_wasting,,,,,,,,,,,
Essential (hemorrhagic) thrombocythemia,vomiting,fluid_overload,chest_pain,small_dents_in_nails,skin_peeling,yellow_crust_ooze,,,,,,,,,,,
Osteitis deformans of lower leg,mood_swings,red_sore_around_nose,palpitations,runny_nose,blurred_and_distorted_vision,prominent_veins_on_calf,depression,,,,,,,,,,
Physical abuse complicating pregnancy,red_spots_over_body,loss_of_smell,receiving_blood_transfusion,congestion,headache,,,,,,,,,,,,
"Fracture of unspecified carpal bone, unspecified wrist",watering_from_eyes,passage_of_gases,belly_pain,fatigue,headache,,,,,,,,,,,,
Puncture wound with foreign body of left great toe with damage to nail,swollen_legs,lethargy,red_sore_around_nose,small_dents_in_nails,pus_filled_pimples,swollen_extremeties,movement_stiffness,,,,,,,,,,
Corrosion of third degree back of unspecified hand,pain_behind_the_eyes,sinus_pressure,depression,vomiting,,,,,,,,,,,,,
"Reiter's disease, ankle and foot",throat_irritation,lack_of_concentration,obesity,pus_filled_pimples,passage_of_gases,vomiting,,,,,,,,,,,
Irradiation cystitis,cough,stiff_neck,chills,mild_fever,polyuria,,,,,,,,,,,,
Diffuse interstitial keratitis,loss_of_appetite,bladder_discomfort,blister,nausea,,,,,,,,,,,,,
Encounter for fitting and adjustment of unspecified external prosthetic device,prominent_veins_on_calf,inflammatory_nails,yellow_crust_ooze,loss_of_appetite,back_pain,altered_sensorium,,,,,,,,,,,
Laceration without foreign body of unspecified toe(s) with damage to nail,nodal_skin_eruptions,cramps,swollen_legs,enlarged_thyroid,throat_irritation,,,,,,,,,,,,
Occupant of railway train or railway vehicle injured in unspecified railway accident,spinning_movements,back_pain,joint_pain,abdominal_pain,drying_and_tingling_lips,swollen_legs,mucoid_sputum,,,,,,,,,,
"Bucket-handle tear of unspecified meniscus, current injury, left knee",stomach_bleeding,swollen_extremeties,weight_gain,itching,polyuria,yellowing_of_eyes,,,,,,,,,,,
Puncture wound with foreign body of right front wall of thorax without penetration into thoracic cavity,swelled_lymph_nodes,receiving_blood_transfusion,pain_behind_the_eyes,yellow_urine,swelling_joints,nausea,muscle_pain,,,,,,,,,,
Congenital fistulae between uterus and digestive and urinary tracts,history_of_alcohol_consumption,foul_smell_ofurine,fatigue,internal_itching,pus_filled_pimples,obesity,,,,,,,,,,,
Burn of second degree of right elbow,continuous_feel_of_urine,headache,yellow_urine,back_pain,polyuria,redness_of_eyes,,,,,,,,,,,
Underdosing of unspecified anesthetics,itching,passage_of_gases,phlegm,distention_of_abdomen,redness_of_eyes,,,,,,,,,,,,
Other disorders of nervous system not elsewhere classified,restlessness,altered_sensorium,nodal_skin_eruptions,receiving_unsterile_injections,patches_in_throat,prominent_veins_on_calf,weight_loss,,,,,,,,,,
Unspecified visual disturbance,dehydration,dark_urine,watering_from_eyes,bruising,family_history,hip_joint_pain,joint_pain,,,,,,,,,,
"Pathological fracture, right hand",toxic_look_(typhos),swelled_lymph_nodes,puffy_face_and_eyes,nodal_skin_eruptions,cough,pus_filled_pimples,altered_sensorium,,,,,,,,,,
Unspecified speech disturbances,redness_of_eyes,pain_behind_the_eyes,depression,loss_of_smell,,,,,,,,,,,,,
"Other injury of extensor muscle, fascia and tendon of right index finger at wrist and hand level",dischromic_patches,foul_smell_ofurine,watering_from_eyes,irritability,muscle_wasting,,,,,,,,,,,,
Sexually transmitted chlamydial infection of other sites,dehydration,blurred_and_distorted_vision,skin_peeling,skin_rash,enlarged_thyroid,pain_during_bowel_movements,puffy_face_and_eyes,,,,,,,,,,
Monocular esotropia with V pattern,breathlessness,irregular_sugar_level,blackheads,sweating,,,,,,,,,,,,,
"Laceration of extensor muscle, fascia and tendon of left middle finger at forearm level",ulcers_on_tongue,pain_during_bowel_movements,anxiety,muscle_weakness,burning_micturition,fluid_overload,stiff_neck,,,,,,,,,,
Nondisplaced fracture of anterior wall of right acetabulum,drying_and_tingling_lips,bruising,blister,excessive_hunger,red_sore_around_nose,,,,,,,,,,,,
"Strain of extensor muscle, fascia and tendon of left ring finger at forearm level",unsteadiness,prognosis,scurring,pain_behind_the_eyes,dizziness,,,,,,,,,,,,
Other diseases of pericardium,history_of_alcohol_consumption,anxiety,blurred_and_distorted_vision,acidity,burning_micturition,cold_hands_and_feets,,,,,,,,,,,
Pedal cyclist (driver) (passenger) injured in transport accident with military vehicle,cough,restlessness,extra_marital_contacts,swollen_legs,anxiety,,,,,,,,,,,,
"Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced mood disorder",sweating,mood_swings,hip_joint_pain,cough,loss_of_balance,coma,belly_pain,,,,,,,,,,
Disorders of esophagus in diseases classified elsewhere,blurred_and_distorted_vision,anxiety,puffy_face_and_eyes,coma,pain_in_anal_region,lack_of_concentration,irregular_sugar_level,,,,,,,,,,
"Other osteoporosis with current pathological fracture, right shoulder",cough,muscle_weakness,phlegm,yellow_crust_ooze,nodal_skin_eruptions,abdominal_pain,,,,,,,,,,,
Contusion of unspecified ankle,neck_pain,sweating,depression,belly_pain,lethargy,unsteadiness,,,,,,,,,,,
"Laceration of intrinsic muscle, fascia and tendon of left thumb at wrist and hand level",redness_of_eyes,stiff_neck,bruising,spotting_urination,irregular_sugar_level,,,,,,,,,,,,
"Embolism due to nervous system prosthetic devices, implants and grafts",bladder_discomfort,sunken_eyes,prominent_veins_on_calf,visual_disturbances,stomach_bleeding,internal_itching,,,,,,,,,,,
Unspecified fracture of left femur,swollen_extremeties,yellowish_skin,hip_joint_pain,lethargy,back_pain,,,,,,,,,,,,
Rheumatoid polyneuropathy with rheumatoid arthritis of hip,weight_gain,stiff_neck,acidity,fast_heart_rate,bloody_stool,,,,,,,,,,,,
Other specified systemic involvement of connective tissue,increased_appetite,dehydration,neck_pain,pus_filled_pimples,weight_gain,receiving_blood_transfusion,,,,,,,,,,,
"Unspecified firearm discharge, undetermined intent",brittle_nails,sinus_pressure,cramps,dischromic_patches,inflammatory_nails,small_dents_in_nails,constipation,,,,,,,,,,
Underdosing of unspecified primarily systemic and hematological agent,itching,phlegm,restlessness,indigestion,painful_walking,,,,,,,,,,,,
Other obstetric injury to pelvic organs,constipation,swelling_of_stomach,irregular_sugar_level,watering_from_eyes,,,,,,,,,,,,,
Molluscum contagiosum,brittle_nails,stiff_neck,burning_micturition,headache,mild_fever,,,,,,,,,,,,
"Arthropathies in other specified diseases classified elsewhere, vertebrae",bladder_discomfort,red_sore_around_nose,irritability,palpitations,loss_of_balance,breathlessness,patches_in_throat,,,,,,,,,,
Other disorders of arteries and arterioles,abnormal_menstruation,swollen_blood_vessels,mucoid_sputum,nodal_skin_eruptions,,,,,,,,,,,,,
Iliofemoral ligament sprain of right hip,continuous_sneezing,yellow_urine,scurring,throat_irritation,blackheads,,,,,,,,,,,,
Ocular albinism,joint_pain,swollen_legs,passage_of_gases,sweating,,,,,,,,,,,,,
"Person injured in collision between car and heavy transport vehicle, nontraffic",bladder_discomfort,blackheads,stomach_bleeding,blurred_and_distorted_vision,,,,,,,,,,,,,
"Nondisplaced fracture of fifth metatarsal bone, unspecified foot",shivering,inflammatory_nails,redness_of_eyes,increased_appetite,irregular_sugar_level,throat_irritation,,,,,,,,,,,
Unspecified sprain of right elbow,fatigue,rusty_sputum,increased_appetite,patches_in_throat,cold_hands_and_feets,brittle_nails,indigestion,,,,,,,,,,
Laceration of dorsal vein of left foot,mood_swings,small_dents_in_nails,yellowing_of_eyes,chills,red_sore_around_nose,swollen_blood_vessels,muscle_pain,,,,,,,,,,
Displaced intraarticular fracture of right calcaneus,movement_stiffness,spinning_movements,cold_hands_and_feets,continuous_sneezing,muscle_weakness,throat_irritation,,,,,,,,,,,
Rheumatoid arthritis of shoulder with involvement of other organs and systems,back_pain,blister,restlessness,fluid_overload,,,,,,,,,,,,,
"Asphyxiation due to being trapped in a car trunk, intentional self-harm",brittle_nails,yellowing_of_eyes,foul_smell_ofurine,muscle_pain,bloody_stool,weakness_of_one_body_side,,,,,,,,,,,
Unspecified interstitial keratitis,yellow_urine,loss_of_smell,belly_pain,blood_in_sputum,ulcers_on_tongue,yellowing_of_eyes,,,,,,,,,,,
Corrosion of first degree of unspecified axilla,shivering,muscle_wasting,skin_peeling,nausea,runny_nose,pain_in_anal_region,enlarged_thyroid,,,,,,,,,,
"Viral pneumonia, not elsewhere classified",fatigue,rusty_sputum,lack_of_concentration,drying_and_tingling_lips,bruising,,,,,,,,,,,,
"Other specified complication of genitourinary prosthetic devices, implants and grafts",headache,palpitations,cramps,blurred_and_distorted_vision,,,,,,,,,,,,,
Leprosy [Hansen's disease],pain_during_bowel_movements,cough,chills,puffy_face_and_eyes,yellow_crust_ooze,spinning_movements,,,,,,,,,,,
Primary focal hyperhidrosis,pus_filled_pimples,excessive_hunger,visual_disturbances,foul_smell_ofurine,depression,redness_of_eyes,,,,,,,,,,,
Supervision of other high risk pregnancies,inflammatory_nails,fluid_overload,vomiting,loss_of_smell,diarrhoea,dizziness,,,,,,,,,,,
Leakage of unspecified vascular graft,palpitations,puffy_face_and_eyes,coma,toxic_look_(typhos),yellow_urine,,,,,,,,,,,,
Pedal cycle driver injured in collision with fixed or stationary object in traffic accident,lethargy,blurred_and_distorted_vision,acidity,fatigue,bruising,,,,,,,,,,,,
Obstetric air embolism in pregnancy,enlarged_thyroid,fast_heart_rate,inflammatory_nails,diarrhoea,irritation_in_anus,patches_in_throat,,,,,,,,,,,
Aneurysm of heart,blackheads,fluid_overload,weakness_in_limbs,skin_peeling,,,,,,,,,,,,,
"Toxic effect of unspecified snake venom, assault",red_sore_around_nose,sweating,pain_during_bowel_movements,vomiting,yellow_crust_ooze,acute_liver_failure,,,,,,,,,,,
External constriction of left shoulder,drying_and_tingling_lips,internal_itching,toxic_look_(typhos),dark_urine,red_sore_around_nose,yellow_urine,,,,,,,,,,,
"Child sexual abuse, confirmed",skin_peeling,lethargy,weight_loss,enlarged_thyroid,,,,,,,,,,,,,
"Sedative, hypnotic or anxiolytic dependence with withdrawal",swelled_lymph_nodes,swelling_joints,weakness_in_limbs,painful_walking,movement_stiffness,nodal_skin_eruptions,bloody_stool,,,,,,,,,,
Unspecified fracture of upper end of left humerus,loss_of_appetite,stomach_bleeding,muscle_weakness,high_fever,drying_and_tingling_lips,distention_of_abdomen,,,,,,,,,,,
"Driver of heavy transport vehicle injured in collision with car, pick-up truck or van in traffic accident",constipation,chills,increased_appetite,redness_of_eyes,mild_fever,palpitations,lack_of_concentration,,,,,,,,,,
"Military operations involving intentional restriction of air and airway, civilian",internal_itching,back_pain,cramps,distention_of_abdomen,blister,,,,,,,,,,,,
Pedal cycle passenger injured in collision with heavy transport vehicle or bus in nontraffic accident,mucoid_sputum,itching,family_history,dark_urine,red_sore_around_nose,,,,,,,,,,,,
Malignant neoplasm of palate,ulcers_on_tongue,dischromic_patches,cold_hands_and_feets,internal_itching,,,,,,,,,,,,,
Cyanotic attacks of newborn,blood_in_sputum,high_fever,neck_pain,silver_like_dusting,,,,,,,,,,,,,
Pedestrian on skateboard injured in collision with two- or three-wheeled motor vehicle in nontraffic accident,breathlessness,yellow_urine,passage_of_gases,swollen_legs,constipation,,,,,,,,,,,,
Posterior subluxation of left sternoclavicular joint,anxiety,throat_irritation,yellow_crust_ooze,belly_pain,inflammatory_nails,,,,,,,,,,,,
Unspecified sprain of unspecified thumb,malaise,stomach_bleeding,mucoid_sputum,sinus_pressure,congestion,,,,,,,,,,,,
Corneal disorder due to contact lens,passage_of_gases,coma,sunken_eyes,fluid_overload,vomiting,nausea,,,,,,,,,,,
Encounter for fitting and adjustment of other gastrointestinal appliance and device,continuous_feel_of_urine,patches_in_throat,muscle_pain,irritation_in_anus,increased_appetite,stiff_neck,,,,,,,,,,,
Dementia in other diseases classified elsewhere,continuous_feel_of_urine,scurring,joint_pain,chest_pain,,,,,,,,,,,,,
"Malignant neoplasm of overlapping sites of breast, female",headache,knee_pain,weight_gain,belly_pain,nausea,weakness_in_limbs,,,,,,,,,,,
